index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),PLACE (CODE),PLACE (DISPLAY),PLACE (URL),INADEQUACY (CODE),INADEQUACY (DISPLAY),INADEQUACY (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
139,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2001.0,2001,,WPR,2001,2001,Western Pacific,,,,,PHL,Philippines,,,,,,,,RUR,Rural,,,,,,,,,,,,,,54,54.11584,,,,,
140,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2001.0,2001,,WPR,2001,2001,Western Pacific,,,,,PHL,Philippines,,,,,,,,TOTL,Total,,,,,,,,,,,,,,63,62.53283,,,,,
141,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2001.0,2001,,WPR,2001,2001,Western Pacific,,,,,PHL,Philippines,,,,,,,,URB,Urban,,,,,,,,,,,,,,72,72.39377,,,,,
142,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2002.0,2002,,WPR,2002,2002,Western Pacific,,,,,PHL,Philippines,,,,,,,,RUR,Rural,,,,,,,,,,,,,,55,54.75443,,,,,
143,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2006.0,2006,,WPR,2006,2006,Western Pacific,,,,,PHL,Philippines,,,,,,,,TOTL,Total,,,,,,,,,,,,,,65,64.54681,,,,,
144,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2006.0,2006,,WPR,2006,2006,Western Pacific,,,,,PHL,Philippines,,,,,,,,URB,Urban,,,,,,,,,,,,,,73,73.17294,,,,,
145,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,,,,PHL,Philippines,,,,,,,,RUR,Rural,,,,,,,,,,,,,,59,58.80634,,,,,
146,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,,,,PHL,Philippines,,,,,,,,TOTL,Total,,,,,,,,,,,,,,66,65.56579,,,,,
147,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,,,,PHL,Philippines,,,,,,,,URB,Urban,,,,,,,,,,,,,,74,73.64922,,,,,
148,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,RUR,Rural,,,,,,,,,,,,,,67,66.57809,,,,,
149,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,TOTL,Total,,,,,,,,,,,,,,71,70.90839,,,,,
150,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,URB,Urban,,,,,,,,,,,,,,76,76.05108,,,,,
151,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,,,,PHL,Philippines,,,,,,,,RUR,Rural,,,,,,,,,,,,,,68,68.18925,,,,,
152,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,,,,PHL,Philippines,,,,,,,,URB,Urban,,,,,,,,,,,,,,78,78.48698,,,,,
153,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2004.0,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,,,,,,,TOTL,Total,,,,,,,,,,,,,,10,9.89133,,,,,
154,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2004.0,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,,,,,,,URB,Urban,,,,,,,,,,,,,,5,4.72671,,,,,
155,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2005.0,2005,,WPR,2005,2005,Western Pacific,,,,,PHL,Philippines,,,,,,,,RUR,Rural,,,,,,,,,,,,,,14,13.71263,,,,,
156,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2005.0,2005,,WPR,2005,2005,Western Pacific,,,,,PHL,Philippines,,,,,,,,TOTL,Total,,,,,,,,,,,,,,10,9.53257,,,,,
157,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2009.0,2009,,WPR,2009,2009,Western Pacific,,,,,PHL,Philippines,,,,,,,,URB,Urban,,,,,,,,,,,,,,4,3.93263,,,,,
158,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2010.0,2010,,WPR,2010,2010,Western Pacific,,,,,PHL,Philippines,,,,,,,,RUR,Rural,,,,,,,,,,,,,,11,11.00251,,,,,
159,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2010.0,2010,,WPR,2010,2010,Western Pacific,,,,,PHL,Philippines,,,,,,,,TOTL,Total,,,,,,,,,,,,,,8,7.72560,,,,,
160,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2010.0,2010,,WPR,2010,2010,Western Pacific,,,,,PHL,Philippines,,,,,,,,URB,Urban,,,,,,,,,,,,,,4,3.77381,,,,,
161,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,,,,PHL,Philippines,,,,,,,,TOTL,Total,,,,,,,,,,,,,,6,5.83348,,,,,
162,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2015.0,2015,,WPR,2015,2015,Western Pacific,,,,,PHL,Philippines,,,,,,,,URB,Urban,,,,,,,,,,,,,,3,2.97972,,,,,
163,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,RUR,Rural,,,,,,,,,,,,,,8,7.75037,,,,,
164,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,TOTL,Total,,,,,,,,,,,,,,5,5.45940,,,,,
165,WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,URB,Urban,,,,,,,,,,,,,,85,85.13821,,,,,
166,WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,,,,PHL,Philippines,,,,,,,,RUR,Rural,,,,,,,,,,,,,,73,72.61852,,,,,
167,WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,,,,PHL,Philippines,,,,,,,,TOTL,Total,,,,,,,,,,,,,,78,78.36543,,,,,
168,WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,,,,PHL,Philippines,,,,,,,,URB,Urban,,,,,,,,,,,,,,85,85.13821,,,,,
169,WSH_8,"Water, sanitation and hygiene  attributable DALYs per 100'000 children under 5 years",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2004.0,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,,,,,,,,,,3526,3525.98000,,,,,
170,UV_2,UV radiation attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2394,,,,PUBLISHED,Published,,2002.0,2002,,WPR,2002,2002,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,,,,,,,,,,285,284.61000,,,,,
171,WHS5_512,Population using solid fuels (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/318,PHEFN1,Multi-level,,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,TOTL,Total,,,,,,,,,,,,,,54,54.00000,,,,,
172,WHS5_512,Population using solid fuels (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/318,PHEFN1,Multi-level,,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,RUR,Rural,,,,,,,,,,,,,,71,71.00000,,,,,"The latest survey data used instead of multilevel modelling after proportional adjustment to total solid fuel use; see <a href=http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=318"" target=""_blank"">meta-data sheet</a> for further information."""
173,TOTENV_4,Age-standardized DALYs attributable to the environment (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4658,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,,,,,,,ENVCAUSE001,"Infectious, parasitic, neonatal and nutritional",,2 032,2032.20308,,,,,
174,TOTENV_3,Disability-adjusted life years (DALYs) attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4654,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,,,,,,,ENVCAUSE151,Injuries,,1 175 372,1175372.00000,,,,,
175,TOTENV_4,Age-standardized DALYs attributable to the environment (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4658,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,,,,,,,ENVCAUSE151,Injuries,,1 236,1235.71144,,,,,
176,TOTENV_1,Deaths attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4653,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,,,,,,,ENVCAUSE151,Injuries,,16 177,16177.00000,,,,,
177,TOTENV_2,Age-standardized deaths attributable to the environment (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4656,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,206,206.33325,,,,,
178,TOTENV_3,Disability-adjusted life years (DALYs) attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4654,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,7 024 136,7024136.00000,,,,,
179,AIR_50,"Ambient air pollution attributable deaths (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,,,,,,,,,,47,46.58348,,,,,
180,AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,GHE114,Stroke,,,,,,,,,,,315 928,315928.37500,,,,,
181,AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,GHE000,All Causes,,,,,,,,,,,648 265 [648 265 - 788 684],648265.06250,493810.0,788684.0,,,
182,AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,GHE113,Ischaemic heart disease,,,,,,,,,,,304 389,304388.59380,,,,,
183,AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,GHE068,"Trachea, bronchus, lung cancers",,,,,,,,,,,18 781,18780.83594,,,,,
184,AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,25693 [17499–32789],25692.97687,17498.77539,32789.25781,,,
185,AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE000,Total,,86678 [61158–106528],86678.38906,61157.88281,106528.1953,,,
186,AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,9362 [6208–12381],9361.55742,6207.7417,12380.71582,,,
187,AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,14924 [10108–19018],14924.49411,10107.53516,19017.60742,,,
188,AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,9 [4–13],8.59655,4.04953,12.82881,,,
189,AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,30 [20–39],30.46094,20.24231,38.9761,,,
190,AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,18 [12–24],17.99603,11.93335,23.79986,,,
191,AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE000,Total,,92 [64–114],91.64849,63.5723,114.26871,,,
192,AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,38 [26–48],37.95915,25.85293,48.44329,,,
193,AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,21 [14–28],21.24097,13.93261,27.8822,,,
194,AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,4 [3–5],3.79494,2.61346,4.86888,,,
195,AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,22 [5–39],22.49524,4.99522,38.60404,,,
196,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE104,Cataracts,,25307 [13692–34968],25306.80704,13691.58691,34968.23828,,,
197,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,534213 [358095–692337],534212.81540,358095.0938,692336.9375,,,
198,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,115707 [78415–151974],115706.53320,78414.67188,151974.125,,,
199,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE104,Cataracts,,25307 [13692–34968],25306.80704,13691.58691,34968.23828,,,
200,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,223523 [149920–290096],223523.48580,149920.0156,290096.4063,,,
201,AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,979 [675–1239],979.22949,674.52771,1239.26758,,,
202,AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE104,Cataracts,,24 [13–34],24.49357,13.2516,33.84452,,,
203,AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,143 [92–196],142.74965,91.94767,195.78589,,,
204,AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,1139 [751–1492],1139.08020,750.98047,1491.63086,,,
205,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE000,Total,,1187197 [840902–1448677],1187197.17900,840901.5,1448677.375,,,
206,AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,212 [131–276],212.14883,130.82719,276.18961,,,
207,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,1033 [708–1299],1033.05432,708.0473,1298.79797,,,
208,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE000,Total,,4401 [3118–5458],4401.41699,3118.23926,5458.07617,,,
209,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,105 [72–134],104.51839,71.97876,134.09634,,,
210,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE000,Total,,2868 [2032–3500],2868.23584,2031.59497,3499.96484,,,
211,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,435 [202–653],434.72058,202.18622,652.53009,,,
212,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,741 [511–929],740.76630,511.44003,929.47516,,,
213,AIR_16,Household air pollution attributable DALYs in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,455244 [302162–589286],455244.21880,302161.5625,589285.75,,,
214,AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,4379 [3345–5781],4379.21953,3345.15552,5780.75342,,,
215,AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,340 [180–540],340.49368,179.55893,540.38129,,,
