index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
178,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,,,,49.8,49.80000,,,,,
179,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,60.7,60.70000,,,,,
180,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,39.5,39.50000,,,,,
181,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,28.3,28.30000,,,,,
182,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,56.7,56.70000,,,,,
183,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,84.2,84.20000,,,,,
184,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,35.0,35.00000,,,,,
185,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ2,Q2,,46.6,46.60000,,,,,
186,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ3,Q3,,59.3,59.30000,,,,,
187,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ4,Q4,,70.9,70.90000,,,,,
188,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ5,Q5 (Richest),,85.5,85.50000,,,,,
189,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,,,,59.2,59.20000,,,,,
190,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,73.8,73.80000,,,,,
191,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,46.8,46.80000,,,,,
192,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,46.1,46.10000,,,,,
193,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,69.2,69.20000,,,,,
194,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,88.5,88.50000,,,,,
195,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,47.6,47.60000,,,,,
196,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ2,Q2,,66.6,66.60000,,,,,
197,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ3,Q3,,75.1,75.10000,,,,,
198,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ4,Q4,,79.8,79.80000,,,,,
199,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ5,Q5 (Richest),,89.1,89.10000,,,,,
200,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,,,,68.3,68.30000,,,,,
201,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,77.6,77.60000,,,,,
202,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,58.7,58.70000,,,,,
203,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,49.8,49.80000,,,,,
204,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,74.7,74.70000,,,,,
205,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,89.4,89.40000,,,,,
206,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,59.5,59.50000,,,,,
207,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ2,Q2,,65.9,65.90000,,,,,
208,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ3,Q3,,77.5,77.50000,,,,,
209,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ4,Q4,,86.2,86.20000,,,,,
210,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ5,Q5 (Richest),,91.9,91.90000,,,,,
211,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,,,,76.0,76.00000,,,,,
212,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,82.4,82.40000,,,,,
213,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,69.6,69.60000,,,,,
214,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,54.4,54.40000,,,,,
215,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,79.1,79.10000,,,,,
216,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,92.8,92.80000,,,,,
217,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,59.7,59.70000,,,,,
218,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ2,Q2,,71.5,71.50000,,,,,
219,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ3,Q3,,86.2,86.20000,,,,,
220,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ4,Q4,,90.4,90.40000,,,,,
221,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ5,Q5 (Richest),,93.9,93.90000,,,,,
222,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,,,,83.9,83.90000,,,,,
223,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,87.4,87.40000,,,,,
224,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,80.7,80.70000,,,,,
225,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,65.3,65.30000,,,,,
226,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,86.4,86.40000,,,,,
227,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,94.3,94.30000,,,,,
228,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,72.9,72.90000,,,,,
229,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ2,Q2,,84.7,84.70000,,,,,
230,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ3,Q3,,87.5,87.50000,,,,,
231,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ4,Q4,,92.2,92.20000,,,,,
232,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ5,Q5 (Richest),,94.7,94.70000,,,,,
233,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,,,,52.9,52.90000,,,,,
234,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,70.7,70.70000,,,,,
235,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,36.1,36.10000,,,,,
236,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,36.6,36.60000,,,,,
237,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,68.5,68.50000,,,,,
238,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,89.9,89.90000,,,,,
239,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,37.6,37.60000,,,,,
240,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ2,Q2,,57.0,57.00000,,,,,
241,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ3,Q3,,74.0,74.00000,,,,,
242,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ4,Q4,,85.0,85.00000,,,,,
243,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ5,Q5 (Richest),,92.2,92.20000,,,,,
244,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,,,,56.5,56.50000,,,,,
245,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,78.7,78.70000,,,,,
246,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,37.8,37.80000,,,,,
247,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,43.8,43.80000,,,,,
248,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,74.6,74.60000,,,,,
249,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,93.8,93.80000,,,,,
250,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,42.2,42.20000,,,,,
251,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ2,Q2,,69.9,69.90000,,,,,
252,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ3,Q3,,85.1,85.10000,,,,,
253,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ4,Q4,,86.9,86.90000,,,,,
254,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ5,Q5 (Richest),,94.5,94.50000,,,,,
255,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,,,,60.1,60.10000,,,,,
256,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,79.4,79.40000,,,,,
257,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,41.1,41.10000,,,,,
