index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
98,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2000.0,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,PHL,Philippines,,88,88.00000,,,,,
99,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2001.0,2001,,WPR,Western Pacific,,WB_LMI,2001,2001,Lower-middle-income,,PHL,Philippines,,88,88.00000,,,,,
100,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2002.0,2002,,WPR,Western Pacific,,WB_LMI,2002,2002,Lower-middle-income,,PHL,Philippines,,88,88.00000,,,,,
101,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2003.0,2003,,WPR,Western Pacific,,WB_LMI,2003,2003,Lower-middle-income,,PHL,Philippines,,88,88.00000,,,,,
102,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2004.0,2004,,WPR,Western Pacific,,WB_LMI,2004,2004,Lower-middle-income,,PHL,Philippines,,87,87.00000,,,,,
103,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,PHL,Philippines,,89,89.00000,,,,,
104,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2006.0,2006,,WPR,Western Pacific,,WB_LMI,2006,2006,Lower-middle-income,,PHL,Philippines,,88,88.00000,,,,,
105,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,WB_LMI,2007,2007,Lower-middle-income,,PHL,Philippines,,89,89.00000,,,,,
106,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,WB_LMI,2008,2008,Lower-middle-income,,PHL,Philippines,,88,88.00000,,,,,
107,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,WB_LMI,2009,2009,Lower-middle-income,,PHL,Philippines,,89,89.00000,,,,,
108,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,PHL,Philippines,,91,91.00000,,,,,
109,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,WB_LMI,2011,2011,Lower-middle-income,,PHL,Philippines,,90,90.00000,,,,,
110,TB_c_new_snep_tsr,Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1360,PUBLISHED,Published,,2004.0,2004,,WPR,Western Pacific,,WB_LMI,2004,2004,Lower-middle-income,,PHL,Philippines,,63,63.00000,,,,,
111,TB_c_new_snep_tsr,Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1360,PUBLISHED,Published,,2006.0,2006,,WPR,Western Pacific,,WB_LMI,2006,2006,Lower-middle-income,,PHL,Philippines,,88,88.00000,,,,,
112,TB_c_new_snep_tsr,Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1360,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,WB_LMI,2007,2007,Lower-middle-income,,PHL,Philippines,,86,86.00000,,,,,
113,TB_c_new_snep_tsr,Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1360,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,WB_LMI,2008,2008,Lower-middle-income,,PHL,Philippines,,77,77.00000,,,,,
114,TB_c_new_snep_tsr,Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1360,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,WB_LMI,2009,2009,Lower-middle-income,,PHL,Philippines,,79,79.00000,,,,,
115,TB_c_new_snep_tsr,Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1360,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,PHL,Philippines,,88,88.00000,,,,,
116,TB_c_new_snep_tsr,Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1360,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,WB_LMI,2011,2011,Lower-middle-income,,PHL,Philippines,,85,85.00000,,,,,
117,TB_mdr,Confirmed cases of MDR-TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1367,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,PHL,Philippines,,274,274.00000,,,,,
118,TB_mdr,Confirmed cases of MDR-TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1367,PUBLISHED,Published,,2006.0,2006,,WPR,Western Pacific,,WB_LMI,2006,2006,Lower-middle-income,,PHL,Philippines,,403,403.00000,,,,,
119,TB_mdr,Confirmed cases of MDR-TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1367,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,WB_LMI,2007,2007,Lower-middle-income,,PHL,Philippines,,568,568.00000,,,,,
120,TB_mdr,Confirmed cases of MDR-TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1367,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,WB_LMI,2008,2008,Lower-middle-income,,PHL,Philippines,,929,929.00000,,,,,
121,TB_mdr,Confirmed cases of MDR-TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1367,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,WB_LMI,2009,2009,Lower-middle-income,,PHL,Philippines,,1073,1073.00000,,,,,
122,TB_mdr,Confirmed cases of MDR-TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1367,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,PHL,Philippines,,522,522.00000,,,,,
123,TB_mdr,Confirmed cases of MDR-TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1367,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,WB_LMI,2011,2011,Lower-middle-income,,PHL,Philippines,,1148,1148.00000,,,,,
124,TB_mdr,Confirmed cases of MDR-TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1367,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,WB_LMI,2012,2012,Lower-middle-income,,PHL,Philippines,,679,679.00000,,,,,
125,TB_conf_mdr_tx_pct,Confirmed cases of MDR-TB started treatment for MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,WB_LMI,2008,2008,Lower-middle-income,,PHL,Philippines,,42,42.00000,,,,,
126,TB_conf_mdr_tx_pct,Confirmed cases of MDR-TB started treatment for MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,WB_LMI,2009,2009,Lower-middle-income,,PHL,Philippines,,47,47.00000,,,,,
127,TB_conf_mdr_tx_pct,Confirmed cases of MDR-TB started treatment for MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,PHL,Philippines,,89,89.00000,,,,,
128,TB_conf_mdr_tx_pct,Confirmed cases of MDR-TB started treatment for MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,WB_LMI,2011,2011,Lower-middle-income,,PHL,Philippines,,25,25.00000,,,,,
129,TB_conf_mdr_tx_pct,Confirmed cases of MDR-TB started treatment for MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,WB_LMI,2012,2012,Lower-middle-income,,PHL,Philippines,,72,72.00000,,,,,
130,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1990.0,1990,,WPR,Western Pacific,,WB_LMI,1990,1990,Lower-middle-income,,PHL,Philippines,, 1 003 [768- 1 270],1003.00000,768.0,1270.0,,,
131,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1991.0,1991,,WPR,Western Pacific,,WB_LMI,1991,1991,Lower-middle-income,,PHL,Philippines,,987 [753- 1 250],987.00000,753.0,1250.0,,,
132,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1992.0,1992,,WPR,Western Pacific,,WB_LMI,1992,1992,Lower-middle-income,,PHL,Philippines,,968 [735- 1 233],968.00000,735.0,1233.0,,,
133,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1993.0,1993,,WPR,Western Pacific,,WB_LMI,1993,1993,Lower-middle-income,,PHL,Philippines,,948 [720- 1 206],948.00000,720.0,1206.0,,,
134,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1994.0,1994,,WPR,Western Pacific,,WB_LMI,1994,1994,Lower-middle-income,,PHL,Philippines,,927 [706- 1 176],927.00000,706.0,1176.0,,,
135,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1995.0,1995,,WPR,Western Pacific,,WB_LMI,1995,1995,Lower-middle-income,,PHL,Philippines,,904 [692- 1 144],904.00000,692.0,1144.0,,,
136,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1996.0,1996,,WPR,Western Pacific,,WB_LMI,1996,1996,Lower-middle-income,,PHL,Philippines,,880 [675- 1 112],880.00000,675.0,1112.0,,,
137,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1997.0,1997,,WPR,Western Pacific,,WB_LMI,1997,1997,Lower-middle-income,,PHL,Philippines,,855 [660- 1 076],855.00000,660.0,1076.0,,,
138,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1998.0,1998,,WPR,Western Pacific,,WB_LMI,1998,1998,Lower-middle-income,,PHL,Philippines,,829 [646- 1 035],829.00000,646.0,1035.0,,,
139,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,1999.0,1999,,WPR,Western Pacific,,WB_LMI,1999,1999,Lower-middle-income,,PHL,Philippines,,803 [633-993],803.00000,633.0,993.0,,,
140,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2000.0,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,PHL,Philippines,,775 [616-953],775.00000,616.0,953.0,,,
141,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2001.0,2001,,WPR,Western Pacific,,WB_LMI,2001,2001,Lower-middle-income,,PHL,Philippines,,748 [602-909],748.00000,602.0,909.0,,,
142,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2002.0,2002,,WPR,Western Pacific,,WB_LMI,2002,2002,Lower-middle-income,,PHL,Philippines,,719 [587-865],719.00000,587.0,865.0,,,
143,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2003.0,2003,,WPR,Western Pacific,,WB_LMI,2003,2003,Lower-middle-income,,PHL,Philippines,,691 [573-820],691.00000,573.0,820.0,,,
144,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2004.0,2004,,WPR,Western Pacific,,WB_LMI,2004,2004,Lower-middle-income,,PHL,Philippines,,662 [558-775],662.00000,558.0,775.0,,,
145,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,PHL,Philippines,,633 [544-729],633.00000,544.0,729.0,,,
146,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2006.0,2006,,WPR,Western Pacific,,WB_LMI,2006,2006,Lower-middle-income,,PHL,Philippines,,605 [529-685],605.00000,529.0,685.0,,,
147,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,WB_LMI,2007,2007,Lower-middle-income,,PHL,Philippines,,576 [515-640],576.00000,515.0,640.0,,,
148,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,WB_LMI,2008,2008,Lower-middle-income,,PHL,Philippines,,548 [487-612],548.00000,487.0,612.0,,,
149,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,WB_LMI,2009,2009,Lower-middle-income,,PHL,Philippines,,520 [459-584],520.00000,459.0,584.0,,,
150,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,PHL,Philippines,,502 [441-566],502.00000,441.0,566.0,,,
151,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,WB_LMI,2011,2011,Lower-middle-income,,PHL,Philippines,,484 [425-546],484.00000,425.0,546.0,,,
152,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,WB_LMI,2012,2012,Lower-middle-income,,PHL,Philippines,,461 [405-520],461.00000,405.0,520.0,,,
153,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2013.0,2013,,WPR,Western Pacific,,WB_LMI,2013,2013,Lower-middle-income,,PHL,Philippines,,438 [385-495],438.00000,385.0,495.0,,,
154,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/23,PUBLISHED,Published,,2014.0,2014,,WPR,Western Pacific,,WB_LMI,2014,2014,Lower-middle-income,,PHL,Philippines,,417 [367-471],417.00000,367.0,471.0,,,
155,TB_e_mdr_num,Estimated MDR-TB cases among notified pulmonary TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1364,PUBLISHED,Published,,2014.0,2014,,WPR,Western Pacific,,WB_LMI,2014,2014,Lower-middle-income,,PHL,Philippines,, 11 000 [ 8 600- 13 000],11000.00000,8600.0,13000.0,,,
156,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1990.0,1990,,WPR,Western Pacific,,WB_LMI,1990,1990,Lower-middle-income,,PHL,Philippines,, 620 000 [ 480 000- 790 000],620000.00000,480000.0,790000.0,,,
157,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1991.0,1991,,WPR,Western Pacific,,WB_LMI,1991,1991,Lower-middle-income,,PHL,Philippines,, 630 000 [ 480 000- 790 000],630000.00000,480000.0,790000.0,,,
158,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1992.0,1992,,WPR,Western Pacific,,WB_LMI,1992,1992,Lower-middle-income,,PHL,Philippines,, 630 000 [ 480 000- 800 000],630000.00000,480000.0,800000.0,,,
159,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1993.0,1993,,WPR,Western Pacific,,WB_LMI,1993,1993,Lower-middle-income,,PHL,Philippines,, 630 000 [ 480 000- 800 000],630000.00000,480000.0,800000.0,,,
160,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1994.0,1994,,WPR,Western Pacific,,WB_LMI,1994,1994,Lower-middle-income,,PHL,Philippines,, 630 000 [ 480 000- 800 000],630000.00000,480000.0,800000.0,,,
161,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1995.0,1995,,WPR,Western Pacific,,WB_LMI,1995,1995,Lower-middle-income,,PHL,Philippines,, 630 000 [ 480 000- 800 000],630000.00000,480000.0,800000.0,,,
162,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1996.0,1996,,WPR,Western Pacific,,WB_LMI,1996,1996,Lower-middle-income,,PHL,Philippines,, 630 000 [ 480 000- 790 000],630000.00000,480000.0,790000.0,,,
163,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1997.0,1997,,WPR,Western Pacific,,WB_LMI,1997,1997,Lower-middle-income,,PHL,Philippines,, 620 000 [ 480 000- 790 000],620000.00000,480000.0,790000.0,,,
164,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1998.0,1998,,WPR,Western Pacific,,WB_LMI,1998,1998,Lower-middle-income,,PHL,Philippines,, 620 000 [ 480 000- 770 000],620000.00000,480000.0,770000.0,,,
165,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,1999.0,1999,,WPR,Western Pacific,,WB_LMI,1999,1999,Lower-middle-income,,PHL,Philippines,, 610 000 [ 480 000- 760 000],610000.00000,480000.0,760000.0,,,
166,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2000.0,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,PHL,Philippines,, 600 000 [ 480 000- 740 000],600000.00000,480000.0,740000.0,,,
167,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2001.0,2001,,WPR,Western Pacific,,WB_LMI,2001,2001,Lower-middle-income,,PHL,Philippines,, 600 000 [ 480 000- 720 000],600000.00000,480000.0,720000.0,,,
168,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2002.0,2002,,WPR,Western Pacific,,WB_LMI,2002,2002,Lower-middle-income,,PHL,Philippines,, 580 000 [ 480 000- 700 000],580000.00000,480000.0,700000.0,,,
169,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2003.0,2003,,WPR,Western Pacific,,WB_LMI,2003,2003,Lower-middle-income,,PHL,Philippines,, 570 000 [ 480 000- 680 000],570000.00000,480000.0,680000.0,,,
170,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2004.0,2004,,WPR,Western Pacific,,WB_LMI,2004,2004,Lower-middle-income,,PHL,Philippines,, 560 000 [ 470 000- 660 000],560000.00000,470000.0,660000.0,,,
171,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,PHL,Philippines,, 550 000 [ 470 000- 630 000],550000.00000,470000.0,630000.0,,,
172,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2006.0,2006,,WPR,Western Pacific,,WB_LMI,2006,2006,Lower-middle-income,,PHL,Philippines,, 530 000 [ 460 000- 600 000],530000.00000,460000.0,600000.0,,,
173,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,WB_LMI,2007,2007,Lower-middle-income,,PHL,Philippines,, 510 000 [ 460 000- 570 000],510000.00000,460000.0,570000.0,,,
174,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,WB_LMI,2008,2008,Lower-middle-income,,PHL,Philippines,, 490 000 [ 440 000- 550 000],490000.00000,440000.0,550000.0,,,
175,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,WB_LMI,2009,2009,Lower-middle-income,,PHL,Philippines,, 480 000 [ 420 000- 540 000],480000.00000,420000.0,540000.0,,,
176,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,PHL,Philippines,, 470 000 [ 410 000- 530 000],470000.00000,410000.0,530000.0,,,
177,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,WB_LMI,2011,2011,Lower-middle-income,,PHL,Philippines,, 460 000 [ 400 000- 520 000],460000.00000,400000.0,520000.0,,,
178,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,WB_LMI,2012,2012,Lower-middle-income,,PHL,Philippines,, 440 000 [ 390 000- 500 000],440000.00000,390000.0,500000.0,,,
179,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2013.0,2013,,WPR,Western Pacific,,WB_LMI,2013,2013,Lower-middle-income,,PHL,Philippines,, 430 000 [ 380 000- 480 000],430000.00000,380000.0,480000.0,,,
180,TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2014.0,2014,,WPR,Western Pacific,,WB_LMI,2014,2014,Lower-middle-income,,PHL,Philippines,, 410 000 [ 360 000- 470 000],410000.00000,360000.0,470000.0,,,
181,TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,WB_LMI,2009,2009,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
182,TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,PHL,Philippines,,0,0.00000,,,,,
183,TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2014.0,2014,,WPR,Western Pacific,,WB_LMI,2014,2014,Lower-middle-income,,PHL,Philippines,,19,19.00000,,,,,
184,TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,WB_LMI,2007,2007,Lower-middle-income,,PHL,Philippines,,"Yes, within the country",,,,,,
185,TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,WB_LMI,2008,2008,Lower-middle-income,,PHL,Philippines,,"Yes, within the country",,,,,,
186,TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,WB_LMI,2009,2009,Lower-middle-income,,PHL,Philippines,,"Yes, within the country",,,,,,
