index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
293,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1964,1964,,WPR,1964,1964,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,0.86,0.86000,,,,,
294,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1993,1993,,WPR,1993,1993,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,0.84,0.84000,,,,,
295,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1973,1973,,WPR,1973,1973,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,0.73,0.73000,,,,,
296,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1996,1996,,WPR,1996,1996,Western Pacific,,,,,PHL,Philippines,,,,,SA_TOTAL,All types,,,,,3.85,3.85000,,,,,
297,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1977,1977,,WPR,1977,1977,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,1.16,1.16000,,,,,
298,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1997,1997,,WPR,1997,1997,Western Pacific,,,,,PHL,Philippines,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.03,0.03000,,,,,
299,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1997,1997,,WPR,1997,1997,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,0.86,0.86000,,,,,
300,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1974,1974,,WPR,1974,1974,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
301,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1984,1984,,WPR,1984,1984,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,2.83,2.83000,,,,,
302,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1979,1979,,WPR,1979,1979,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
303,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1992,1992,,WPR,1992,1992,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,3.15,3.15000,,,,,
304,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1962,1962,,WPR,1962,1962,Western Pacific,,,,,PHL,Philippines,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,,,,,
305,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1972,1972,,WPR,1972,1972,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,1.47,1.47000,,,,,
306,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1985,1985,,WPR,1985,1985,Western Pacific,,,,,PHL,Philippines,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.12,0.12000,,,,,
307,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1989,1989,,WPR,1989,1989,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,0.98,0.98000,,,,,
308,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1969,1969,,WPR,1969,1969,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,0.69,0.69000,,,,,
309,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1998,1998,,WPR,1998,1998,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0.01,0.01000,,,,,
310,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1983,1983,,WPR,1983,1983,Western Pacific,,,,,PHL,Philippines,,,,,SA_TOTAL,All types,,,,,4.41,4.41000,,,,,
311,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1978,1978,,WPR,1978,1978,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
312,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1961,1961,,WPR,1961,1961,Western Pacific,,,,,PHL,Philippines,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,,,,,
313,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1981,1981,,WPR,1981,1981,Western Pacific,,,,,PHL,Philippines,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.10,0.10000,,,,,
314,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1977,1977,,WPR,1977,1977,Western Pacific,,,,,PHL,Philippines,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,,,,,
315,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1976,1976,,WPR,1976,1976,Western Pacific,,,,,PHL,Philippines,,,,,SA_TOTAL,All types,,,,,2.96,2.96000,,,,,
316,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1979,1979,,WPR,1979,1979,Western Pacific,,,,,PHL,Philippines,,,,,SA_TOTAL,All types,,,,,3.38,3.38000,,,,,
317,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1969,1969,,WPR,1969,1969,Western Pacific,,,,,PHL,Philippines,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,,,,,
318,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1962,1962,,WPR,1962,1962,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
319,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1982,1982,,WPR,1982,1982,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
320,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1965,1965,,WPR,1965,1965,Western Pacific,,,,,PHL,Philippines,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,,,,,
321,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1995,1995,,WPR,1995,1995,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,2.97,2.97000,,,,,
322,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1999,1999,,WPR,1999,1999,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,2.91,2.91000,,,,,
323,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1961,1961,,WPR,1961,1961,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
324,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1981,1981,,WPR,1981,1981,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
325,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1998,1998,,WPR,1998,1998,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,2.93,2.93000,,,,,
326,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1990,1990,,WPR,1990,1990,Western Pacific,,,,,PHL,Philippines,,,,,SA_TOTAL,All types,,,,,4.16,4.16000,,,,,
327,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1978,1978,,WPR,1978,1978,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,2.05,2.05000,,,,,
328,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1992,1992,,WPR,1992,1992,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
329,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1970,1970,,WPR,1970,1970,Western Pacific,,,,,PHL,Philippines,,,,,SA_TOTAL,All types,,,,,2.19,2.19000,,,,,
330,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1993,1993,,WPR,1993,1993,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,2.95,2.95000,,,,,
331,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1985,1985,,WPR,1985,1985,Western Pacific,,,,,PHL,Philippines,,,,,SA_TOTAL,All types,,,,,4.58,4.58000,,,,,
332,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1976,1976,,WPR,1976,1976,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
333,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1996,1996,,WPR,1996,1996,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0.01,0.01000,,,,,
334,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1973,1973,,WPR,1973,1973,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,1.55,1.55000,,,,,
335,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1965,1965,,WPR,1965,1965,Western Pacific,,,,,PHL,Philippines,,,,,SA_TOTAL,All types,,,,,1.65,1.65000,,,,,
336,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1991,1991,,WPR,1991,1991,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
337,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1971,1971,,WPR,1971,1971,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
338,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1980,1980,,WPR,1980,1980,Western Pacific,,,,,PHL,Philippines,,,,,SA_TOTAL,All types,,,,,3.09,3.09000,,,,,
339,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1968,1968,,WPR,1968,1968,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,1.61,1.61000,,,,,
340,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1988,1988,,WPR,1988,1988,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,2.78,2.78000,,,,,
341,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1995,1995,,WPR,1995,1995,Western Pacific,,,,,PHL,Philippines,,,,,SA_TOTAL,All types,,,,,3.87,3.87000,,,,,
342,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1966,1966,,WPR,1966,1966,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
343,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1986,1986,,WPR,1986,1986,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
344,SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/464,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,8.7 [9.5-],9.10000,8.7,9.5,,,
345,SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/464,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,19 [20.7-],19.80000,19.0,20.7,,,
346,SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/464,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,23.7 [25.9-],24.80000,23.7,25.9,,,
347,SA_0000001409,"Alcohol, abstainers lifetime (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/460,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,43.1,,,,,,
348,SA_0000001409,"Alcohol, abstainers lifetime (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/460,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,28.6,,,,,,
349,SA_0000001409,"Alcohol, abstainers lifetime (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/460,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,57.7,,,,,,
350,SA_0000001414,"Alcohol, former drinkers (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/457,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,23.7,,,,,,
351,SA_0000001414,"Alcohol, former drinkers (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/457,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,21.4,,,,,,
352,SA_0000001414,"Alcohol, former drinkers (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/457,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,26.1,,,,,,
353,SA_0000001413,"Alcohol, consumers past 12 months (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,33.1,,,,,,
354,SA_0000001413,"Alcohol, consumers past 12 months (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,45.3,,,,,,
355,SA_0000001413,"Alcohol, consumers past 12 months (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,21,,,,,,
356,SA_0000001398,"Alcohol, consumption of pure alcohol by type of beverage (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0.4,,,,,,
357,SA_0000001398,"Alcohol, consumption of pure alcohol by type of beverage (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,27.3,,,,,,
358,SA_0000001398,"Alcohol, consumption of pure alcohol by type of beverage (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.3,,,,,,
359,SA_0000001398,"Alcohol, consumption of pure alcohol by type of beverage (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,72,,,,,,
360,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,2000,2000,,WPR,2000,2000,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,1.18,1.17855,0.68092,1.61572,,,
361,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,2000,2000,,WPR,2000,2000,Western Pacific,,,,,PHL,Philippines,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00137,0.00085,0.0019,,,
362,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,2000,2000,,WPR,2000,2000,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,3.52,3.52321,2.14499,4.88052,,,
363,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,2000,2000,,WPR,2000,2000,Western Pacific,,,,,PHL,Philippines,,,,,SA_TOTAL,All types,,,,,4.72,4.71513,3.21027,6.11712,,,
364,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,2000,2000,,WPR,2000,2000,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0.01,0.01200,0.00754,0.01693,,,
365,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,2001,2001,,WPR,2001,2001,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,1.12,1.11590,0.68054,1.54243,,,
366,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,2001,2001,,WPR,2001,2001,Western Pacific,,,,,PHL,Philippines,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00137,0.00086,0.00186,,,
367,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,2001,2001,,WPR,2001,2001,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,3.40,3.39624,2.098,4.62275,,,
368,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,2001,2001,,WPR,2001,2001,Western Pacific,,,,,PHL,Philippines,,,,,SA_TOTAL,All types,,,,,4.53,4.52552,3.0631,5.80842,,,
369,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,2001,2001,,WPR,2001,2001,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0.01,0.01200,0.00766,0.01652,,,
370,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,2002,2002,,WPR,2002,2002,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,1.10,1.10397,0.69046,1.5075,,,
371,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,2002,2002,,WPR,2002,2002,Western Pacific,,,,,PHL,Philippines,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00137,0.00083,0.00192,,,
372,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,2002,2002,,WPR,2002,2002,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,3.28,3.27633,1.98094,4.51542,,,
